"","featNum1","featNum2","featNum3","featNum4","featNum5","featNum6","featNum7","featNum8","featNum9","featNum10","featNum11","featNum12","featNum13","featNum14","featNum15"
"acc1",0.743589743589744,0.871794871794872,0.717948717948718,0.717948717948718,0.794871794871795,0.794871794871795,0.769230769230769,0.769230769230769,0.794871794871795,0.743589743589744,0.794871794871795,0.743589743589744,0.692307692307692,0.769230769230769,0.743589743589744
"acc2",0.58974358974359,0.794871794871795,0.82051282051282,0.82051282051282,0.897435897435897,0.846153846153846,0.871794871794872,0.871794871794872,0.82051282051282,0.871794871794872,0.846153846153846,0.82051282051282,0.82051282051282,0.897435897435897,0.794871794871795
"acc3",0.794871794871795,0.743589743589744,0.82051282051282,0.846153846153846,0.82051282051282,0.871794871794872,0.82051282051282,0.871794871794872,0.82051282051282,0.871794871794872,0.846153846153846,0.846153846153846,0.871794871794872,0.82051282051282,0.897435897435897
"acc4",0.846153846153846,0.794871794871795,0.743589743589744,0.794871794871795,0.846153846153846,0.846153846153846,0.769230769230769,0.82051282051282,0.769230769230769,0.769230769230769,0.846153846153846,0.769230769230769,0.743589743589744,0.871794871794872,0.769230769230769
"acc5",0.743589743589744,0.769230769230769,0.666666666666667,0.82051282051282,0.846153846153846,0.717948717948718,0.82051282051282,0.871794871794872,0.743589743589744,0.82051282051282,0.846153846153846,0.743589743589744,0.769230769230769,0.82051282051282,0.692307692307692
"acc6",0.82051282051282,0.769230769230769,0.717948717948718,0.82051282051282,0.743589743589744,0.769230769230769,0.82051282051282,0.794871794871795,0.743589743589744,0.769230769230769,0.769230769230769,0.692307692307692,0.769230769230769,0.743589743589744,0.743589743589744
"acc7",0.846153846153846,0.769230769230769,0.846153846153846,0.897435897435897,0.846153846153846,0.82051282051282,0.871794871794872,0.82051282051282,0.871794871794872,0.846153846153846,0.82051282051282,0.82051282051282,0.846153846153846,0.82051282051282,0.871794871794872
"acc8",0.743589743589744,0.82051282051282,0.794871794871795,0.82051282051282,0.82051282051282,0.846153846153846,0.871794871794872,0.82051282051282,0.846153846153846,0.871794871794872,0.82051282051282,0.871794871794872,0.82051282051282,0.82051282051282,0.82051282051282
"acc9",0.82051282051282,0.769230769230769,0.769230769230769,0.82051282051282,0.794871794871795,0.769230769230769,0.82051282051282,0.769230769230769,0.769230769230769,0.846153846153846,0.769230769230769,0.769230769230769,0.846153846153846,0.769230769230769,0.743589743589744
"acc10",0.82051282051282,0.692307692307692,0.82051282051282,0.82051282051282,0.717948717948718,0.794871794871795,0.871794871794872,0.743589743589744,0.82051282051282,0.846153846153846,0.769230769230769,0.82051282051282,0.846153846153846,0.717948717948718,0.769230769230769
"acc11",0.743589743589744,0.692307692307692,0.82051282051282,0.717948717948718,0.717948717948718,0.82051282051282,0.794871794871795,0.769230769230769,0.769230769230769,0.794871794871795,0.743589743589744,0.794871794871795,0.743589743589744,0.743589743589744,0.769230769230769
"acc12",0.846153846153846,0.871794871794872,0.846153846153846,0.82051282051282,0.871794871794872,0.923076923076923,0.871794871794872,0.871794871794872,0.82051282051282,0.82051282051282,0.82051282051282,0.846153846153846,0.82051282051282,0.82051282051282,0.897435897435897
"acc13",0.794871794871795,0.82051282051282,0.897435897435897,0.794871794871795,0.846153846153846,0.871794871794872,0.82051282051282,0.846153846153846,0.871794871794872,0.82051282051282,0.846153846153846,0.846153846153846,0.82051282051282,0.846153846153846,0.82051282051282
"acc14",0.82051282051282,0.743589743589744,0.82051282051282,0.769230769230769,0.743589743589744,0.82051282051282,0.794871794871795,0.769230769230769,0.846153846153846,0.769230769230769,0.769230769230769,0.846153846153846,0.794871794871795,0.743589743589744,0.769230769230769
"acc15",0.743589743589744,0.82051282051282,0.82051282051282,0.717948717948718,0.82051282051282,0.871794871794872,0.743589743589744,0.82051282051282,0.871794871794872,0.769230769230769,0.794871794871795,0.82051282051282,0.743589743589744,0.769230769230769,0.82051282051282
"acc16",0.82051282051282,0.846153846153846,0.717948717948718,0.717948717948718,0.794871794871795,0.794871794871795,0.769230769230769,0.769230769230769,0.794871794871795,0.743589743589744,0.794871794871795,0.743589743589744,0.692307692307692,0.769230769230769,0.743589743589744
"acc17",0.743589743589744,0.871794871794872,0.82051282051282,0.82051282051282,0.897435897435897,0.846153846153846,0.871794871794872,0.871794871794872,0.82051282051282,0.871794871794872,0.846153846153846,0.82051282051282,0.82051282051282,0.897435897435897,0.794871794871795
"acc18",0.769230769230769,0.846153846153846,0.82051282051282,0.846153846153846,0.82051282051282,0.871794871794872,0.82051282051282,0.871794871794872,0.82051282051282,0.871794871794872,0.846153846153846,0.846153846153846,0.871794871794872,0.82051282051282,0.897435897435897
"acc19",0.743589743589744,0.769230769230769,0.743589743589744,0.794871794871795,0.846153846153846,0.846153846153846,0.769230769230769,0.82051282051282,0.769230769230769,0.769230769230769,0.846153846153846,0.769230769230769,0.743589743589744,0.871794871794872,0.769230769230769
"acc20",0.769230769230769,0.82051282051282,0.666666666666667,0.82051282051282,0.846153846153846,0.717948717948718,0.82051282051282,0.871794871794872,0.743589743589744,0.82051282051282,0.846153846153846,0.743589743589744,0.769230769230769,0.82051282051282,0.692307692307692
"acc_mean",0.778205128205128,0.794871794871795,0.784615384615385,0.8,0.816666666666667,0.823076923076923,0.819230769230769,0.821794871794872,0.806410256410256,0.815384615384615,0.814102564102564,0.798717948717949,0.792307692307692,0.807692307692308,0.791025641025641
