"","featNum1","featNum2","featNum3","featNum4","featNum5","featNum6","featNum7","featNum8","featNum9","featNum10","featNum11","featNum12","featNum13","featNum14","featNum15","featNum16","featNum17","featNum18","featNum19","featNum20","featNum21","featNum22","featNum23","featNum24","featNum25","featNum26","featNum27","featNum28","featNum29","featNum30","featNum31","featNum32","featNum33","featNum34","featNum35","featNum36","featNum37","featNum38","featNum39","featNum40"
"acc1",0.866666666666667,0.833333333333333,0.783333333333333,0.866666666666667,0.9,0.85,0.816666666666667,0.883333333333333,0.816666666666667,0.866666666666667,0.833333333333333,0.816666666666667,0.883333333333333,0.85,0.75,0.8,0.766666666666667,0.866666666666667,0.866666666666667,0.783333333333333,0.783333333333333,0.833333333333333,0.866666666666667,0.883333333333333,0.8,0.85,0.833333333333333,0.816666666666667,0.833333333333333,0.766666666666667,0.866666666666667,0.85,0.866666666666667,0.816666666666667,0.716666666666667,0.733333333333333,0.816666666666667,0.833333333333333,0.816666666666667,0.816666666666667
"acc2",0.933333333333333,0.866666666666667,0.883333333333333,0.816666666666667,0.916666666666667,0.866666666666667,0.866666666666667,0.816666666666667,0.85,0.833333333333333,0.8,0.783333333333333,0.8,0.833333333333333,0.816666666666667,0.85,0.866666666666667,0.833333333333333,0.783333333333333,0.816666666666667,0.866666666666667,0.9,0.85,0.9,0.85,0.833333333333333,0.816666666666667,0.766666666666667,0.833333333333333,0.716666666666667,0.75,0.75,0.833333333333333,0.85,0.766666666666667,0.766666666666667,0.833333333333333,0.733333333333333,0.833333333333333,0.816666666666667
"acc3",0.816666666666667,0.866666666666667,0.9,0.85,0.816666666666667,0.883333333333333,0.783333333333333,0.866666666666667,0.833333333333333,0.816666666666667,0.866666666666667,0.866666666666667,0.8,0.766666666666667,0.766666666666667,0.85,0.833333333333333,0.783333333333333,0.783333333333333,0.85,0.833333333333333,0.85,0.8,0.85,0.85,0.8,0.816666666666667,0.8,0.766666666666667,0.866666666666667,0.883333333333333,0.866666666666667,0.75,0.716666666666667,0.8,0.833333333333333,0.816666666666667,0.816666666666667,0.85,0.85
"acc4",0.85,0.816666666666667,0.916666666666667,0.866666666666667,0.866666666666667,0.883333333333333,0.9,0.866666666666667,0.8,0.833333333333333,0.8,0.866666666666667,0.816666666666667,0.85,0.916666666666667,0.816666666666667,0.783333333333333,0.8,0.833333333333333,0.9,0.866666666666667,0.883333333333333,0.866666666666667,0.8,0.833333333333333,0.733333333333333,0.816666666666667,0.75,0.766666666666667,0.766666666666667,0.85,0.8,0.766666666666667,0.833333333333333,0.85,0.733333333333333,0.833333333333333,0.816666666666667,0.833333333333333,0.833333333333333
"acc5",0.866666666666667,0.85,0.816666666666667,0.9,0.85,0.866666666666667,0.85,0.816666666666667,0.883333333333333,0.85,0.8,0.8,0.766666666666667,0.9,0.833333333333333,0.833333333333333,0.766666666666667,0.85,0.866666666666667,0.866666666666667,0.783333333333333,0.833333333333333,0.883333333333333,0.783333333333333,0.816666666666667,0.85,0.816666666666667,0.85,0.866666666666667,0.85,0.733333333333333,0.766666666666667,0.816666666666667,0.766666666666667,0.766666666666667,0.816666666666667,0.85,0.85,0.833333333333333,0.783333333333333
"acc6",0.85,0.866666666666667,0.866666666666667,0.883333333333333,0.833333333333333,0.866666666666667,0.783333333333333,0.85,0.833333333333333,0.866666666666667,0.816666666666667,0.816666666666667,0.866666666666667,0.85,0.8,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.866666666666667,0.85,0.833333333333333,0.833333333333333,0.766666666666667,0.833333333333333,0.716666666666667,0.75,0.783333333333333,0.816666666666667,0.8,0.783333333333333,0.833333333333333,0.866666666666667,0.733333333333333,0.783333333333333,0.816666666666667,0.833333333333333,0.833333333333333,0.866666666666667,0.766666666666667
"acc7",0.883333333333333,0.9,0.9,0.866666666666667,0.85,0.85,0.866666666666667,0.866666666666667,0.85,0.816666666666667,0.783333333333333,0.9,0.9,0.816666666666667,0.833333333333333,0.816666666666667,0.866666666666667,0.85,0.8,0.816666666666667,0.883333333333333,0.833333333333333,0.833333333333333,0.85,0.8,0.866666666666667,0.833333333333333,0.766666666666667,0.716666666666667,0.766666666666667,0.8,0.783333333333333,0.816666666666667,0.833333333333333,0.85,0.85,0.833333333333333,0.783333333333333,0.833333333333333,0.833333333333333
"acc8",0.866666666666667,0.883333333333333,0.833333333333333,0.866666666666667,0.816666666666667,0.85,0.766666666666667,0.883333333333333,0.816666666666667,0.833333333333333,0.9,0.833333333333333,0.8,0.8,0.833333333333333,0.833333333333333,0.783333333333333,0.883333333333333,0.866666666666667,0.85,0.8,0.783333333333333,0.833333333333333,0.733333333333333,0.766666666666667,0.75,0.85,0.833333333333333,0.8,0.85,0.866666666666667,0.683333333333333,0.766666666666667,0.816666666666667,0.8,0.833333333333333,0.866666666666667,0.766666666666667,0.85,0.833333333333333
"acc9",0.816666666666667,0.866666666666667,0.85,0.85,0.883333333333333,0.85,0.783333333333333,0.85,0.783333333333333,0.9,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.866666666666667,0.85,0.833333333333333,0.8,0.833333333333333,0.766666666666667,0.85,0.85,0.816666666666667,0.85,0.866666666666667,0.783333333333333,0.716666666666667,0.766666666666667,0.816666666666667,0.766666666666667,0.816666666666667,0.766666666666667,0.783333333333333,0.866666666666667,0.833333333333333,0.783333333333333,0.833333333333333,0.833333333333333,0.783333333333333,0.833333333333333
"acc10",0.766666666666667,0.866666666666667,0.833333333333333,0.85,0.766666666666667,0.866666666666667,0.816666666666667,0.866666666666667,0.916666666666667,0.816666666666667,0.8,0.783333333333333,0.85,0.816666666666667,0.8,0.916666666666667,0.833333333333333,0.816666666666667,0.816666666666667,0.75,0.866666666666667,0.716666666666667,0.733333333333333,0.75,0.85,0.85,0.816666666666667,0.85,0.866666666666667,0.7,0.816666666666667,0.85,0.816666666666667,0.816666666666667,0.85,0.766666666666667,0.85,0.833333333333333,0.8,0.816666666666667
